name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bien hoa,2022-12-16T10:00:00,26.6,26.6,22,75.89,0,4.8,,0,0,7.2,6.8,331.4,1011,98.6,24.1,200,0.7,2,10,Overcast,cloudy,
bien hoa,2022-12-16T11:00:00,26.6,26.6,22,75.6,0,4.8,,0,0,7.7,7.2,327.2,1010,99.1,24.1,203,0.7,2,10,Overcast,cloudy,
bien hoa,2022-12-16T12:00:00,26.7,28.7,22,75.3,0,4.8,,0,0,8.2,7.6,323.1,1009,99.5,24.1,206,0.8,2,10,Overcast,cloudy,
bien hoa,2022-12-16T13:00:00,26.8,28.8,22,75.01,0,4.8,,0,0,8.6,7.9,318.9,1008,100,24.1,209,0.8,2,10,Overcast,cloudy,
bien hoa,2022-12-16T14:00:00,26.8,28.8,21.9,74.85,0,42.9,,0,0,7.1,6.7,310,1007.7,100,24.1,188.7,0.7,2,10,Overcast,cloudy,
bien hoa,2022-12-16T15:00:00,26.8,28.8,21.9,74.7,0,42.9,,0,0,5.5,5.5,301,1007.3,100,24.1,168.3,0.6,2,10,Overcast,cloudy,
bien hoa,2022-12-16T16:00:00,26.8,28.8,21.9,74.55,0,42.9,,0,0,4,4.3,292.1,1007,100,24.1,148,0.5,1,10,Overcast,cloudy,
bien hoa,2022-12-16T17:00:00,26.1,26.1,21.8,77.07,0,42.9,,0,0,3.5,3.7,297.1,1007.7,86.5,24.1,103.7,0.4,1,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-16T18:00:00,25.4,25.4,21.7,79.69,0,42.9,,0,0,3,3.1,302,1008.3,73,24.1,59.3,0.2,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-16T19:00:00,24.8,24.8,21.6,82.41,0,42.9,,0,0,2.5,2.5,307,1009,59.5,24.1,15,0.1,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-16T20:00:00,24.6,24.6,21.6,83.41,0,23.8,,0,0,3.4,3.4,245.1,1009.3,73,24.1,10,0,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-16T21:00:00,24.5,24.5,21.7,84.42,0,23.8,,0,0,4.2,4.2,183.2,1009.7,86.5,24.1,5,0,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-16T22:00:00,24.4,24.4,21.8,85.44,0.2,23.8,rain,0,0,5,5,121.3,1010,100,24.1,0,,0,10,Overcast,cloudy,
bien hoa,2022-12-16T23:00:00,24,24,21.7,86.82,0,23.8,,0,0,4.2,4.2,90.5,1009.7,88.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T00:00:00,23.7,23.7,21.6,88.21,0,23.8,,0,0,3.4,3.4,59.7,1009.3,77.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T01:00:00,23.4,23.4,21.6,89.64,0,23.8,,0,0,2.5,2.5,28.9,1009,65.6,24.1,0,,0,3,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T02:00:00,23.1,23.1,21.4,89.8,0,0,,0,0,3.7,3.6,20.5,1008.7,56.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T03:00:00,22.9,22.9,21.2,89.97,0,0,,0,0,4.9,4.7,12.1,1008.3,47.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T04:00:00,22.7,22.7,21,90.14,0,0,,0,0,6.1,5.8,3.7,1008,38.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T05:00:00,22.8,22.8,21,89.23,0,0,,0,0,7.2,5.9,2.9,1008.7,32.2,24.1,5.3,0,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T06:00:00,23,23,21,88.34,0,0,,0,0,8.3,6,2,1009.3,26.1,24.1,10.7,0,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T07:00:00,23.2,23.2,21,87.45,0,0,,0,0,9.4,6.1,1.2,1010,20.1,24.1,16,0.1,0,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T08:00:00,24.9,24.9,21.2,79.95,0,9.5,,0,0,7.6,5.2,22.5,1010,37.4,24.1,162.7,0.6,2,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T09:00:00,26.7,28.6,21.5,73.18,0,9.5,,0,0,5.8,4.2,43.7,1010,54.8,24.1,309.3,1.1,3,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T10:00:00,28.5,31.1,21.8,67.08,0,9.5,,0,0,4,3.2,65,1010,72.1,24.1,456,1.6,5,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T11:00:00,29.4,32.3,21.7,63.3,0,9.5,,0,0,6,4.2,65,1009,74.2,24.1,565.3,2,6,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T12:00:00,30.3,33.4,21.6,59.74,0,9.5,,0,0,8,5.2,64.9,1008,76.3,24.1,674.7,2.4,7,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T13:00:00,31.3,34.5,21.6,56.41,0.1,9.5,rain,0,0,10.1,6.1,64.9,1007,78.4,24.1,784,2.8,8,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T14:00:00,30.9,34.2,21.8,58.31,0,38.1,,0,0,8.3,5.2,84.6,1006.3,75.9,18.3,635,2.3,6,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T15:00:00,30.5,33.9,22,60.28,0,38.1,,0,0,6.5,4.2,104.2,1005.7,73.5,12.6,486,1.7,5,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T16:00:00,30.2,33.6,22.2,62.31,0.7,38.1,rain,0,0,4.7,3.2,123.9,1005,71,6.8,337,1.2,3,30,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T17:00:00,28.8,31.8,22.2,67.83,0,38.1,,0,0,4.8,3.5,96.9,1006.3,57.7,12.6,238,0.8,2,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-17T18:00:00,27.4,29.9,22.3,73.89,0,38.1,,0,0,4.9,3.7,70,1007.7,44.5,18.3,139,0.5,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T19:00:00,26,26,22.4,80.57,4,38.1,rain,0,0,5,4,43,1009,31.2,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T20:00:00,25,25,21.6,81.44,0,9.5,,0,0,10.6,6.2,32.4,1009.3,52.4,24.1,26.7,0.1,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T21:00:00,24,24,20.8,82.32,0,9.5,,0,0,16.1,8.5,21.9,1009.7,73.5,24.1,13.3,0,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-17T22:00:00,23.1,23.1,20.1,83.23,0,9.5,,0,0,21.6,10.8,11.3,1010,94.7,24.1,0,,0,10,Overcast,cloudy,
bien hoa,2022-12-17T23:00:00,22.7,22.7,19.8,83.87,0,9.5,,0,0,21.6,10.8,19.1,1009.7,80.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-18T00:00:00,22.3,22.3,19.5,84.53,0,9.5,,0,0,21.6,10.8,27,1009.3,66.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-18T01:00:00,21.9,21.9,19.3,85.19,0,9.5,,0,0,21.6,10.8,34.8,1009,52,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-18T02:00:00,21.6,21.6,19.1,85.34,0,0,,0,0,21.4,10.7,35.8,1008.7,36.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-18T03:00:00,21.4,21.4,18.9,85.5,0,0,,0,0,21.1,10.6,36.8,1008.3,21.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
bien hoa,2022-12-18T04:00:00,21.2,21.2,18.7,85.65,0,0,,0,0,20.9,10.4,37.8,1008,5.6,24.1,0,,0,10,Clear,clear-night,
bien hoa,2022-12-18T05:00:00,21.4,21.4,18.7,84.61,0,0,,0,0,20.8,10.2,38.7,1008.7,7.8,24.1,5.3,0,0,10,Clear,clear-night,
bien hoa,2022-12-18T06:00:00,21.6,21.6,18.7,83.58,0,0,,0,0,20.6,10,39.7,1009.3,10.1,24.1,10.7,0,0,10,Clear,clear-night,
bien hoa,2022-12-18T07:00:00,21.9,21.9,18.8,82.57,0,0,,0,0,20.5,9.7,40.6,1010,12.3,24.1,16,0.1,0,10,Clear,clear-day,
bien hoa,2022-12-18T08:00:00,23.8,23.8,19.1,75.14,0,9.5,,0,0,18.5,10.2,42.5,1010.3,29.7,24.1,166,0.6,2,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T09:00:00,25.7,25.7,19.5,68.49,0,9.5,,0,0,16.4,10.7,44.3,1010.7,47,24.1,316,1.2,3,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T10:00:00,27.7,29.2,19.9,62.53,0,9.5,,0,0,14.4,11.2,46.2,1011,64.4,24.1,466,1.7,5,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T11:00:00,28.9,30.6,19.8,58.08,0,9.5,,0,0,13.8,10.1,67.3,1009.7,56.7,24.1,582.3,2.1,6,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T12:00:00,30.1,31.9,19.8,53.98,0,9.5,,0,0,13.2,9,88.3,1008.3,49,24.1,698.7,2.5,7,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T13:00:00,31.4,33.3,19.8,50.2,0,9.5,,0,0,12.6,7.9,109.4,1007,41.3,24.1,815,2.9,8,10,Partially cloudy,partly-cloudy-day,
bien hoa,2022-12-18T14:00:00,29.8,32,20.4,57.11,0,52.4,rain,0,0,18.1,10.7,73.4,1007,60.9,24.1,631.7,2.3,6,10,"Rain, Partially cloudy",rain,
bien hoa,2022-12-18T15:00:00,28.3,30.5,21.1,65.03,0,52.4,rain,0,0,23.6,13.4,37.4,1007,80.4,24.1,448.3,1.6,4,10,"Rain, Partially cloudy",rain,
bien hoa,2022-12-18T16:00:00,26.8,28.7,21.8,74.1,0.1,52.4,rain,0,0,29.2,16.2,1.4,1007,100,24.1,265,1,3,10,"Rain, Overcast",rain,
bien hoa,2022-12-18T17:00:00,26.4,26.4,21.4,73.74,0,52.4,rain,0,0,29.6,15.5,10.2,1007.7,75.2,24.1,180,0.7,2,10,"Rain, Partially cloudy",rain,
bien hoa,2022-12-18T18:00:00,26.2,26.2,21,73.39,0,52.4,rain,0,0,30.1,14.8,19,1008.3,50.5,24.1,95,0.3,0,10,"Rain, Partially cloudy",rain,
bien hoa,2022-12-18T19:00:00,25.9,25.9,20.7,73.04,0.2,52.4,rain,0,0,30.6,14,27.8,1009,25.7,24.1,10,0,0,10,"Rain, Partially cloudy",rain,
bien hoa,2022-12-18T20:00:00,25.1,25.1,20.5,75.82,0,9.5,,0,0,28.4,12.8,30.9,1009.3,17.5,24.1,6.7,0,0,10,Clear,clear-night,
bien hoa,2022-12-18T21:00:00,24.3,24.3,20.4,78.72,0,9.5,,0,0,26.3,11.6,34,1009.7,9.3,24.1,3.3,0,0,10,Clear,clear-night,
bien hoa,2022-12-18T22:00:00,23.6,23.6,20.3,81.76,0,9.5,,0,0,24.1,10.4,37.1,1010,1.1,24.1,0,,0,10,Clear,clear-night,
bien hoa,2022-12-18T23:00:00,23.3,23.3,20.2,82.74,0,9.5,,0,0,23.4,10.3,36.1,1009.7,2.4,24.1,0,,0,10,Clear,clear-night,
